Wavelength,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6
686,-4.294,-3.844,-0.23,0.456,-0.02,1.163
686.5,-4.495,-4.161,-0.114,0.539,0.039,1.224
687,-4.782,-4.389,0.08,0.575,0.061,1.294
687.5,-5.154,-4.721,0.137,0.615,-0.013,1.32
688,-5.377,-4.887,0.117,0.546,0.027,1.281
688.5,-5.205,-4.66,0.06,0.437,0.121,1.206
689,-4.915,-4.286,-0.106,0.325,0.33,1.037
689.5,-4.661,-4.044,-0.27,0.132,0.508,0.846
690,-4.581,-3.799,-0.44,0.016,0.615,0.685
690.5,-4.695,-4.044,-0.575,-0.027,0.713,0.592
691,-4.979,-4.219,-0.57,0.02,0.706,0.562
691.5,-5.186,-4.413,-0.518,0.095,0.752,0.627
692,-5.527,-4.729,-0.334,0.244,0.622,0.816
692.5,-5.749,-5.007,-0.278,0.367,0.484,0.937
693,-5.947,-5.181,-0.236,0.393,0.424,0.954
693.5,-5.952,-5.121,-0.207,0.435,0.413,0.988
694,-5.983,-5.149,-0.212,0.465,0.474,0.956
694.5,-5.835,-4.996,-0.3,0.43,0.49,0.941
695,-5.685,-4.712,-0.379,0.449,0.424,0.931
695.5,-5.536,-4.617,-0.481,0.414,0.442,0.901
696,-5.313,-4.368,-0.523,0.382,0.472,0.739
696.5,-5.109,-4.233,-0.495,0.38,0.5,0.75
697,-4.917,-4.151,-0.372,0.467,0.449,0.873
697.5,-4.585,-3.961,-0.321,0.462,0.344,0.972
698,-4.322,-3.82,-0.296,0.392,0.344,0.947
698.5,-4.231,-3.787,-0.325,0.395,0.333,0.991
699,-4.277,-3.97,-0.355,0.408,0.3,0.93
699.5,-4.383,-4.132,-0.418,0.37,0.263,0.883
700,-4.59,-4.225,-0.515,0.32,0.199,0.819
700.5,-4.611,-4.11,-0.535,0.303,0.124,0.801
701,-4.521,-3.865,-0.391,0.351,0.022,0.805
701.5,-4.569,-3.631,-0.165,0.471,-0.088,0.935
702,-4.567,-3.533,0.001,0.608,-0.122,1.043
702.5,-4.53,-3.465,0.094,0.664,-0.144,1.121
703,-4.318,-3.54,0.136,0.642,-0.052,1.073
703.5,-4.244,-3.654,0.091,0.679,0.018,1.041
704,-4.233,-3.868,0.002,0.656,0.038,0.984
704.5,-4.355,-4.163,-0.068,0.57,0.139,0.935
705,-4.496,-4.367,-0.163,0.541,0.141,0.893
705.5,-4.554,-4.369,-0.157,0.576,0.104,0.932
706,-4.631,-4.256,-0.122,0.616,0.115,0.989
706.5,-4.907,-4.36,-0.008,0.671,0.133,1.016
707,-5.101,-4.479,0.059,0.739,0.165,0.996
707.5,-5.289,-4.576,0.088,0.777,0.078,0.983
708,-5.459,-4.813,0.083,0.781,-0.054,0.984
708.5,-5.609,-4.972,0.05,0.75,-0.166,1.021
709,-5.753,-5.191,-0.001,0.614,-0.246,1.023
709.5,-5.825,-5.386,-0.085,0.519,-0.231,0.972
710,-5.983,-5.556,-0.145,0.489,-0.237,0.86
710.5,-6.079,-5.719,-0.18,0.422,-0.13,0.796
711,-6.01,-5.683,-0.221,0.428,-0.004,0.784
711.5,-5.854,-5.532,-0.14,0.504,0.074,0.866
712,-5.493,-5.047,-0.172,0.554,0.163,0.893
712.5,-5.137,-4.644,-0.141,0.703,0.111,0.975
713,-4.947,-4.285,-0.123,0.706,0.005,1.158
713.5,-4.761,-3.956,-0.151,0.612,-0.067,1.202
714,-4.622,-3.702,-0.25,0.474,-0.071,1.154
714.5,-4.6,-3.79,-0.368,0.354,-0.102,1.1
715,-4.804,-3.961,-0.313,0.305,-0.137,1.046
715.5,-4.986,-4.155,-0.338,0.273,-0.156,1.042
716,-5.154,-4.345,-0.429,0.206,-0.138,0.884
716.5,-5.189,-4.41,-0.438,0.154,-0.114,0.876
717,-5.221,-4.499,-0.43,0.139,-0.122,0.791
717.5,-5.327,-4.64,-0.298,0.288,-0.16,0.843
718,-5.412,-4.691,-0.215,0.312,-0.203,1.013
718.5,-5.601,-4.878,-0.2,0.325,-0.155,0.959
719,-5.73,-5.076,-0.254,0.335,-0.086,0.895
719.5,-5.875,-5.315,-0.215,0.401,-0.119,0.95
720,-6.042,-5.367,-0.118,0.526,-0.144,1.012
720.5,-6.162,-5.389,-0.114,0.577,-0.121,1.019
721,-6.065,-5.256,-0.123,0.549,-0.047,0.927
721.5,-5.694,-4.909,-0.133,0.472,0.008,0.903
722,-5.422,-4.477,-0.183,0.42,-0.035,0.881
722.5,-5.087,-4.09,-0.175,0.523,-0.037,1.027
723,-4.872,-3.995,-0.069,0.609,-0.087,1.205
723.5,-4.904,-4.051,-0.039,0.639,-0.136,1.279
724,-4.89,-4.225,-0.183,0.57,-0.209,1.21
724.5,-4.975,-4.381,-0.024,0.651,-0.381,1.274
725,-5.031,-4.446,0.08,0.681,-0.542,1.312
725.5,-4.965,-4.452,0.213,0.692,-0.679,1.303
726,-4.606,-4.199,0.271,0.648,-0.675,1.215
726.5,-4.185,-3.77,0.212,0.487,-0.669,1.008
727,-3.886,-3.365,0.208,0.455,-0.652,0.935
727.5,-3.733,-3.211,0.255,0.609,-0.616,0.908
728,-3.888,-3.397,0.327,0.7,-0.523,0.902
728.5,-4.241,-3.647,0.311,0.77,-0.388,0.996
729,-4.532,-4.001,0.206,0.759,-0.17,0.982
729.5,-4.823,-4.163,0.271,0.874,-0.127,1.089
730,-5.184,-4.368,0.214,0.828,-0.026,1.165
730.5,-5.439,-4.721,0.125,0.737,0.063,1.191
731,-5.73,-5.067,-0.097,0.461,0.299,1.033
731.5,-6.029,-5.248,-0.258,0.245,0.399,0.935
732,-6.209,-5.491,-0.404,0.102,0.518,0.782
732.5,-6.406,-5.643,-0.629,0.078,0.597,0.573
733,-6.494,-5.697,-0.787,0.027,0.67,0.408
733.5,-6.649,-5.748,-0.871,0.111,0.675,0.426
734,-6.543,-5.605,-0.825,0.23,0.622,0.469
734.5,-6.371,-5.326,-0.746,0.425,0.406,0.629
735,-6.242,-5.176,-0.589,0.57,0.262,0.858
735.5,-5.855,-5.034,-0.34,0.76,0.082,1.067
736,-5.608,-4.919,-0.151,0.704,0.051,1.094
736.5,-5.553,-4.938,0.02,0.71,-0.074,1.104
737,-5.604,-5.176,0.065,0.685,-0.086,1.006
737.5,-5.864,-5.434,0.078,0.647,-0.114,0.98
738,-6.178,-5.801,0.001,0.561,-0.163,0.931
738.5,-6.652,-6.216,-0.192,0.445,-0.135,0.908
739,-6.959,-6.567,-0.315,0.354,-0.07,0.924
739.5,-6.991,-6.515,-0.35,0.442,-0.067,1.031
740,-6.674,-6.16,-0.275,0.507,-0.054,1.056
740.5,-6.215,-5.822,-0.178,0.615,-0.061,1.034
741,-5.77,-5.449,-0.048,0.605,-0.04,0.919
741.5,-5.488,-5.231,0.024,0.74,-0.164,0.93
742,-5.109,-4.937,0.104,0.857,-0.248,0.874
742.5,-4.768,-4.654,0.104,0.86,-0.404,0.931
743,-4.486,-4.541,0.142,0.866,-0.558,1.032
743.5,-4.306,-4.262,0.081,0.698,-0.648,1.088
744,-4.253,-4.16,0.036,0.596,-0.646,1.132
744.5,-4.146,-3.977,-0.053,0.58,-0.659,1.037
745,-4.158,-4.009,-0.157,0.407,-0.572,0.823
745.5,-4.545,-4.373,-0.289,0.327,-0.368,0.643
746,-5.041,-4.783,-0.285,0.363,-0.251,0.666
746.5,-5.498,-5.137,-0.298,0.531,-0.214,0.738
747,-5.745,-5.271,-0.332,0.589,-0.149,0.744
747.5,-5.895,-5.329,-0.321,0.626,-0.177,0.904
748,-5.959,-5.352,-0.146,0.752,-0.265,1.13
748.5,-5.976,-5.139,-0.067,0.671,-0.22,1.149
749,-6.107,-5.162,-0.081,0.617,-0.142,1.159
749.5,-5.901,-5.055,-0.129,0.535,-0.182,1.042
750,-5.906,-5.197,-0.211,0.42,-0.193,0.869
750.5,-6.156,-5.619,-0.283,0.26,-0.145,0.781
751,-6.413,-6.009,-0.15,0.273,-0.176,0.918
751.5,-6.604,-6.124,-0.066,0.318,-0.194,0.888
752,-6.629,-6.129,-0.172,0.284,-0.082,0.789
752.5,-6.599,-6.155,-0.191,0.297,-0.061,0.759
753,-6.858,-6.361,-0.318,0.277,-0.012,0.767
753.5,-7.138,-6.518,-0.339,0.234,0.111,0.714
754,-7.517,-6.66,-0.291,0.427,0.023,0.855
754.5,-7.462,-6.623,-0.201,0.563,-0.137,0.977
755,-7.495,-6.668,-0.183,0.626,-0.291,1.067
755.5,-7.424,-6.833,-0.069,0.647,-0.402,1.259
756,-7.114,-6.536,0.076,0.767,-0.459,1.442
756.5,-6.699,-6.063,0.121,0.831,-0.419,1.426
757,-6.307,-5.785,0.002,0.728,-0.261,1.246
757.5,-6.073,-5.554,-0.117,0.584,-0.118,1.079
758,-6.227,-5.541,-0.272,0.424,0.007,0.993
758.5,-6.498,-5.674,-0.173,0.393,-0.025,0.875
759,-7.157,-5.967,-0.013,0.605,-0.179,0.967
759.5,-7.423,-6.247,0.148,0.697,-0.254,1.06
760,-7.72,-6.6,0.315,0.722,-0.305,1.119
760.5,-7.86,-6.947,0.433,0.783,-0.269,1.099
761,-7.833,-6.975,0.442,0.904,-0.165,1.078
761.5,-7.68,-6.934,0.429,0.942,-0.055,1.078
762,-7.602,-7.025,0.219,0.844,0.029,1.011
762.5,-7.59,-6.974,0.095,0.755,0.099,0.988
763,-7.657,-7.034,-0.016,0.684,0.036,0.968
763.5,-7.826,-7.201,-0.066,0.616,-0.139,1.016
764,-7.838,-7.266,-0.068,0.664,-0.291,1.162
764.5,-7.641,-7.259,-0.217,0.605,-0.335,1.216
765,-7.569,-7.215,-0.19,0.507,-0.343,1.114
765.5,-7.323,-6.884,-0.164,0.439,-0.247,1.001
766,-6.941,-6.416,-0.069,0.601,-0.156,0.993
766.5,-6.281,-5.637,-0.049,0.562,-0.063,1.056
767,-5.835,-5.115,-0.014,0.545,-0.072,1.18
767.5,-5.551,-4.786,0.035,0.575,-0.103,1.336
768,-5.345,-4.664,0.145,0.628,-0.201,1.426
768.5,-5.333,-4.712,0.24,0.699,-0.3,1.56
769,-5.462,-4.947,0.251,0.713,-0.357,1.483
769.5,-5.567,-5.109,0.006,0.604,-0.297,1.19
770,-5.577,-4.947,-0.098,0.475,-0.089,0.846
770.5,-5.521,-4.613,-0.211,0.451,-0.002,0.668
771,-5.167,-4.196,-0.202,0.515,-0.017,0.588
771.5,-4.575,-3.785,-0.217,0.468,-0.103,0.647
772,-4.331,-3.828,-0.264,0.378,-0.242,0.694
772.5,-4.452,-4.157,-0.245,0.36,-0.37,0.795
773,-4.843,-4.671,-0.148,0.392,-0.591,0.96
773.5,-5.764,-5.432,0.064,0.419,-0.701,1.15
774,-6.769,-6.225,0.074,0.443,-0.681,1.117
774.5,-7.285,-6.622,-0.04,0.345,-0.545,0.967
775,-7.743,-6.68,-0.117,0.315,-0.285,0.818
775.5,-7.698,-6.355,-0.139,0.396,-0.199,0.781
776,-7.137,-5.716,-0.175,0.394,-0.165,0.675
776.5,-6.167,-5.239,-0.251,0.416,-0.19,0.552
777,-5.463,-5.013,-0.318,0.373,-0.255,0.437
777.5,-5.161,-4.929,-0.388,0.299,-0.3,0.33
778,-5.153,-5.01,-0.51,0.262,-0.344,0.365
778.5,-5.666,-5.524,-0.384,0.317,-0.335,0.468
779,-6.467,-6.26,-0.409,0.453,-0.216,0.526
779.5,-7.251,-6.864,-0.336,0.506,-0.083,0.667
780,-7.871,-7.056,-0.268,0.608,0.015,0.895
780.5,-8.02,-7.009,-0.255,0.675,0.138,1.035
781,-7.948,-6.823,-0.3,0.629,0.219,1.011
781.5,-7.553,-6.658,-0.233,0.767,0.211,1.139
782,-7.046,-6.357,-0.128,0.812,0.15,1.262
782.5,-6.758,-5.997,-0.289,0.67,0.155,1.191
783,-6.681,-5.78,-0.347,0.509,0.078,1.114
783.5,-6.568,-5.798,-0.401,0.416,-0.009,1.101
784,-6.479,-5.733,-0.446,0.389,-0.024,1.038
784.5,-6.253,-5.557,-0.364,0.393,-0.148,1.098
785,-6.059,-5.421,-0.43,0.387,-0.245,1.096
785.5,-6.198,-5.645,-0.261,0.496,-0.32,1.059
786,-6.234,-5.843,-0.162,0.534,-0.333,1.017
786.5,-6.372,-6.011,0.121,0.706,-0.298,1.172
787,-6.519,-6.162,0.415,0.835,-0.281,1.292
787.5,-6.689,-6.188,0.331,0.822,-0.078,1.273
788,-6.649,-5.947,0.309,0.681,0.085,1.142
788.5,-6.341,-5.7,0.248,0.675,0.225,1.164
789,-6.093,-5.502,0.183,0.64,0.212,1.136
789.5,-5.827,-5.306,0.114,0.639,0.065,1.142
790,-5.884,-5.322,-0.079,0.57,0.013,0.92
790.5,-6.021,-5.386,-0.087,0.51,-0.214,0.844
791,-5.977,-5.4,-0.143,0.442,-0.298,0.874
791.5,-6.216,-5.526,-0.115,0.412,-0.298,0.926
792,-6.425,-5.737,-0.066,0.558,-0.387,1.056
792.5,-6.164,-5.478,-0.181,0.578,-0.31,1.121
793,-5.653,-4.971,-0.13,0.622,-0.289,1.318
793.5,-5.35,-4.72,-0.076,0.689,-0.251,1.42
794,-5.112,-4.546,-0.043,0.711,-0.251,1.492
794.5,-4.657,-4.21,-0.125,0.626,-0.173,1.47
795,-4.029,-3.593,-0.242,0.38,0.048,1.234
795.5,-3.614,-3.171,-0.405,0.156,0.149,1.096
796,-3.232,-2.974,-0.388,0.121,0.324,1.028
796.5,-3.251,-3.042,-0.521,-0.024,0.497,0.873
797,-3.224,-3.201,-0.493,0.093,0.404,0.872
797.5,-3.142,-3.117,-0.402,0.161,0.231,0.888
798,-3.12,-3.121,-0.292,0.285,0.034,0.987
798.5,-3.304,-3.283,-0.227,0.337,-0.114,0.894
799,-3.765,-3.677,-0.219,0.521,-0.158,0.81
799.5,-3.917,-3.827,-0.283,0.529,-0.154,0.741
800,-3.917,-3.774,-0.307,0.492,-0.222,0.61
800.5,-4.152,-3.763,-0.333,0.474,-0.382,0.609
801,-4.276,-3.918,-0.34,0.463,-0.515,0.518
801.5,-4.59,-4.051,-0.507,0.282,-0.565,0.546
802,-4.675,-4.153,-0.534,0.128,-0.661,0.617
802.5,-4.632,-4.232,-0.51,-0.03,-0.74,0.611
803,-4.72,-4.444,-0.449,-0.143,-0.616,0.621
803.5,-4.966,-4.802,-0.494,-0.33,-0.327,0.545
804,-5.601,-5.39,-0.514,-0.258,-0.018,0.418
804.5,-5.909,-5.669,-0.458,-0.226,0.181,0.287
805,-6.417,-6.036,-0.338,-0.096,0.182,0.288
805.5,-6.801,-6.185,-0.128,0.141,0.07,0.388
806,-7.06,-6.465,-0.01,0.425,-0.127,0.554
806.5,-7.278,-6.548,0.119,0.561,-0.207,0.772
807,-7.374,-6.71,0.168,0.645,-0.174,0.995
807.5,-7.146,-6.823,0.307,0.81,-0.109,1.254
808,-6.801,-6.582,0.478,1.003,-0.014,1.48
808.5,-6.422,-6.352,0.343,0.939,-0.023,1.549
809,-6.072,-5.972,0.236,0.898,0.056,1.437
809.5,-5.527,-5.479,0.092,0.797,0.168,1.227
810,-5.02,-4.885,-0.053,0.775,0.226,1.122
810.5,-4.602,-4.545,-0.086,0.79,0.146,0.98
811,-4.316,-4.297,-0.118,0.747,-0.017,0.952
811.5,-4.412,-4.141,-0.11,0.656,-0.123,0.789
812,-4.82,-4.388,-0.313,0.471,-0.051,0.618
812.5,-5.275,-4.743,-0.389,0.346,0.027,0.553
813,-5.586,-5.001,-0.41,0.459,-0.12,0.609
813.5,-5.985,-5.35,-0.49,0.413,-0.277,0.636
814,-6.497,-5.724,-0.315,0.588,-0.295,0.74
814.5,-6.42,-5.915,-0.199,0.672,-0.265,0.853
815,-6.154,-5.561,-0.049,0.714,-0.191,0.914
815.5,-5.697,-5.129,0.202,0.79,-0.217,0.931
816,-5.01,-4.202,0.361,0.861,-0.22,1.031
816.5,-4.259,-3.235,0.476,0.936,-0.236,1.139
817,-3.552,-2.524,0.338,0.832,-0.078,0.976
817.5,-3.128,-2.222,0.166,0.685,0.139,0.836
818,-2.959,-2.255,0.123,0.658,0.194,0.786
818.5,-3.061,-2.495,-0.002,0.533,0.165,0.766
819,-3.647,-3.238,-0.05,0.542,0.097,0.833
819.5,-4.525,-4.324,-0.15,0.461,-0.014,0.802
820,-5.999,-5.71,-0.103,0.509,-0.14,0.782
820.5,-7.187,-6.878,-0.098,0.52,-0.232,0.666
821,-7.997,-7.451,-0.087,0.561,-0.236,0.778
821.5,-8.419,-7.708,-0.105,0.584,-0.335,0.939
822,-8.628,-7.838,-0.144,0.622,-0.361,0.924
822.5,-8.771,-7.912,-0.105,0.639,-0.378,0.97
823,-8.858,-7.899,-0.089,0.692,-0.512,1.023
823.5,-8.667,-7.592,-0.27,0.673,-0.605,1.08
824,-8.504,-7.29,-0.406,0.669,-0.613,1.093
824.5,-8.611,-7.445,-0.472,0.714,-0.716,1.102
825,-8.808,-7.758,-0.54,0.675,-0.74,1.009
825.5,-8.662,-7.788,-0.605,0.485,-0.629,0.838
826,-8.122,-7.376,-0.501,0.399,-0.607,0.869
826.5,-7.663,-6.892,-0.392,0.345,-0.682,0.853
827,-7.208,-6.494,-0.235,0.399,-0.735,0.926
827.5,-6.714,-5.921,-0.031,0.498,-0.896,0.985
828,-6.209,-5.434,0.05,0.623,-1.066,0.957
828.5,-5.591,-4.802,0.108,0.755,-1.1,0.931
829,-4.988,-4.203,0.134,0.899,-1.02,0.954
829.5,-4.644,-4.007,0.12,0.96,-0.991,0.95
830,-4.451,-3.855,-0.026,0.887,-0.81,0.872
830.5,-4.329,-3.853,-0.077,0.851,-0.688,0.872
831,-4.492,-4.032,0.005,0.933,-0.668,1.096
831.5,-5.241,-4.712,0.207,1.012,-0.689,1.35
832,-6.201,-5.508,0.291,1.12,-0.647,1.607
832.5,-7.199,-6.388,0.326,1.068,-0.669,1.673
833,-8.04,-7.325,0.341,1.028,-0.713,1.645
833.5,-8.776,-8.029,0.22,0.968,-0.719,1.578
834,-9.316,-8.361,0.041,0.92,-0.7,1.486
834.5,-9.41,-8.392,-0.212,0.688,-0.693,1.212
835,-9.013,-7.959,-0.534,0.394,-0.558,0.826
835.5,-8.439,-7.383,-0.627,0.208,-0.482,0.696
836,-8.216,-7.066,-0.577,0.129,-0.305,0.674
836.5,-8.238,-7.123,-0.293,0.334,-0.269,0.779
837,-8.426,-7.39,-0.052,0.554,-0.221,0.939
837.5,-8.723,-8.016,0.062,0.701,-0.171,1.069
838,-9.002,-8.542,0.089,0.701,-0.023,1.043
838.5,-9.279,-8.903,-0.063,0.715,0.015,0.938
839,-9.192,-8.98,-0.129,0.755,-0.11,0.937
839.5,-9.07,-9.016,-0.319,0.587,-0.217,0.737
840,-8.802,-8.767,-0.458,0.515,-0.39,0.713
840.5,-8.771,-8.538,-0.437,0.599,-0.548,0.819
841,-8.896,-8.467,-0.382,0.528,-0.637,0.772
841.5,-9.085,-8.502,-0.207,0.773,-0.88,0.877
842,-9.182,-8.587,-0.147,0.836,-0.875,0.988
842.5,-9.08,-8.437,-0.192,0.942,-0.726,1.016
843,-8.709,-8.235,-0.164,0.868,-0.389,0.931
843.5,-8.013,-7.683,-0.217,0.724,-0.168,0.695
844,-7.109,-7.058,-0.333,0.643,-0.087,0.61
844.5,-6.765,-6.54,-0.334,0.463,0.141,0.597
845,-5.998,-5.712,-0.293,0.504,0.278,0.54
845.5,-5.698,-5.129,-0.302,0.503,0.439,0.511
846,-5.198,-4.423,-0.002,0.575,0.396,0.69
846.5,-5.519,-4.203,0.399,0.835,0.253,1.034
847,-5.731,-4.263,0.266,0.84,0.329,1.013
847.5,-6.241,-4.626,0.159,0.929,0.302,0.855
848,-6.597,-5.131,0.105,0.817,0.256,0.622
848.5,-6.817,-5.509,-0.07,0.799,0.065,0.369
849,-7.023,-5.92,-0.031,1.221,-0.338,0.502
849.5,-7.415,-6.231,0.165,1.146,-0.367,0.519
850,-6.965,-6.007,0.33,1.117,-0.481,0.383
